split	genre	dataset	year	sid	score	sentence1	sentence2	
tog	hovednyheter	MSRpar	2012 test	202	1.800	På samme måte falt den 30-årige obligasjonen <US30YT=RR> 1-11/32 for en avkastning på 4,38 prosent, opp fra 4,30 prosent.	Den 30-årige obligasjonen US30YT=RR hoppet 20/32, og tok avkastningen til 4,14 prosent fra 4,18 prosent.	
tog	hovednyheter	MSRpar	2012 test	203	2.400	Et syvende offer, en kvinne, døde tirsdag kveld i brannskadeavdelingen ved barnesykehusets medisinske senter i Akron.	En syvende person, en 21 år gammel kvinne, var i kritisk tilstand på brannskadeavdelingen ved Akron barnesykehus.	
tog	hovednyheter	MSRpar	2012 test	204	3.533	Mennene ble umiddelbart fløyet til nærliggende Botswana på et chartret Air Malawi-fly, sa Malawi etterretningstjeneste på betingelse av anonymitet.	Mennene ble fløyet til nærliggende Botswana på et Air Malawi-fly, sa tjenestemennene.	
tog	hovednyheter	MSRpar	2012 test	207	4.750	I bytte vil Nord-Korea bli pålagt å avslutte sitt atomvåpenprogram.	Til gjengjeld forventer vi at Nord-Korea gir opp atomvåpen.	
tog	hovednyheter	MSRpar	2012 test	208	3.333	Vi fordømmer og fordømmer styringsrådet, som ledes av USA, sa Moqtada al-Sadr.	Vi fordømmer styringsrådet ledet av USA, sa Sadr i en brennende preken ved Koufa-moskeen nær Najaf.	
tog	hovednyheter	MSRpar	2012 test	209	5.000	Sendmail sa at systemet til og med kan settes opp for å tillate bruk kun for bedrifter.	Produktet kan bli instruert til å tillate bruk kun for bedrifter, ifølge Sendmail.	
tog	hovednyheter	MSRpar	2012 test	211	3.000	Denne utnyttelsen fungerer på uoppdaterte Windows 2000-maskiner med Service Pack 3 og 4.	Både Counterpane og iDefense hevder at utnyttelsen fungerer effektivt mot Windows 2000-systemer som kjører Service Pack 3 og 4.	
tog	hovednyheter	MSRpar	2012 test	212	3.000	Lenger ut på kurven falt referanseindeksen for 10-års-seddelen US10YT=RR 25/32 i pris, og tok yielden til 3,26 prosent fra 3,17 prosent.	Tidlig onsdag hadde referanseindeksen for 10 år US10YT=RR tapt 16/32 i pris, og drev avkastningen opp til 3,33 prosent fra 3,26 prosent sent tirsdag.	
tog	hovednyheter	MSRpar	2012 test	213	3.000	Teknikkaksjer ble skadet av en sur prognose fra Sun Microsystems, som ble sett på som et dårlig tegn for den kommende kvartalsresultatsesongen.	En sur prognose fra Sun Microsystems Inc. SUNW.O la mer press på Wall Street før kvartalsresultatsesongen.	
tog	hovednyheter	MSRpar	2012 test	215	1.846	Coke-aksjer steg 6 cent til 44,42 dollar i ettermiddagshandel onsdag på New York Stock Exchange.	Coke-aksjen falt 26 cent til å stenge på 44,10 dollar på New York-børsen.	
tog	hovednyheter	MSRpar	2012 test	216	3.000	Ernst & Young har benektet enhver forseelse og planlegger å bekjempe anklagene.	Ernst & Young har benektet SECs påstander, og kalte sine anbefalinger "uansvarlige".	
tog	hovednyheter	MSRpar	2012 test	217	3.000	Verken militæraksjon eller storstilt bestikkelse kan løse det nordkoreanske problemet, sa Wolfowitz.	Faktisk innrømmet Wolfowitz lørdag at verken militæraksjon eller "bestikkelser i stor skala" ville løse problemet.	
tog	hovednyheter	MSRpar	2012 test	218	3.200	Sjåføren, Eugene Rogers, hjalp til med å fjerne barn fra bussen, sa Wood.	På ulykkesstedet var sjåføren "dekket av blod", men hjalp til med å fjerne barn, sa Wood.	
tog	hovednyheter	MSRpar	2012 test	219	1000	Den bredere Standard & Poor's 500-indeksen <.SPX> var opp 9,69 poeng, eller 0,98 prosent, til 994,53.	Den teknologibaserte Nasdaq Composite Index <.IXIC> steg 18,35 poeng, eller 1,13 prosent, til 1 646,02.	
tog	hovednyheter	MSRpar	2012 test	221	2.647	Aksjene i Guidant falt i handelen både på og utenfor New York Stock Exchange før en nyhetsstans ble pålagt etter middag.	Aksjene i Guidant falt 5,3 prosent til 40,92 dollar i ettermiddagshandel på New York Stock Exchange.	
tog	hovednyheter	MSRpar	2012 test	222	3.250	Three Weeks in October kommer i salg mandag, nesten et år etter at snikskytterskytingen i Washington DC-området startet.	Mooses bok kommer i salg mandag, nesten et år etter at snikskytterskytingene startet i Washington-området.	
tog	hovednyheter	MSRpar	2012 test	224	3.750	Basert på en egen undersøkelse blant husholdningene falt arbeidsledigheten i august til 6,1 prosent fra 6,2 prosent.	Analytikere fra Arbeidsdepartementet diskonterte en liten forbedring i den nasjonale arbeidsledigheten, som falt i august til 6,1 prosent fra 6,2 prosent.	
tog	hovednyheter	MSRpar	2012 test	227	4.750	Forekomsten av hudkreft har tredoblet seg siden 1950-tallet i Norge og Sverige, ifølge studien.	Studien fant også at hudkreft nesten tredoblet seg i Norge og Sverige siden 1950-tallet.	
tog	hovednyheter	MSRpar	2012 test	229	3,929	Dommeren nektet også å utsette rettssaken 29. september.	Obus avviste også et forsvarsforslag om å utsette datoen for rettssaken 29. september.	
tog	hovednyheter	MSRpar	2012 test	230	3.400	Mens opposisjonspartiene har ønsket regjeringens beslutning om antiretroviral behandling velkommen, sa noen at helseminister Manto Tshabalala-Msimang ikke var skikket til å lede en utrullingsplan.	Helseminister Manto-Tshabalala Msimang er ikke skikket til å lede en plan for utrulling av antiretroviral behandling, ifølge enkelte opposisjonspartier.	
tog	hovednyheter	MSRpar	2012 test	232	3.200	Chief merchandising officers fører tilsyn med kjøp og utvikling av varer, bestemmer vareretningen til selskapet, eller egentlig hva det skal stå for.	Han eller hun bestemmer salgsretningen til selskapet, eller i utgangspunktet hva det skal stå for.	
tog	hovednyheter	MSRpar	2012 test	233	3.800	Rev. Christopher J. Coyne, talsmann for erkebispedømmet, ville ikke kommentere fredag.	Rev. Christopher Coyne, talsmann for erkebispedømmet, returnerte ikke umiddelbart flere samtaler for å søke kommentarer.	
tog	hovednyheter	MSRpar	2012 test	235	4.600	Flere slektninger til australske ofre for angrepet var i retten for å overvære saksgangen, men få balinesere deltok i rettssaken.	Flere slektninger til australske ofre for angrepet satt på første rad i retten, men få balinesere deltok i rettssaken.	
tog	hovednyheter	MSRpar	2012 test	236	3.200	Den 10. juli ble et team på 32 singaporske politifolk sendt til Bagdad.	I juli 32 ble Singaporeanske politifolk sendt til Bagdad for å hjelpe til med å trene irakiske politistyrker og vendte hjem i forrige måned.	
tog	hovednyheter	MSRpar	2012 test	237	2.200	Euroen <EUR=> var opp 0,67 prosent mot dollaren til $1,1784 etter å ha steget til tre måneders høyeste tidligere i økten over $1,18.	tidlig handel i USA var euroen <EUR=> ned 0,6 prosent til $1,1741, etter å ha steget til en fire måneders høyeste på $1,1860.	
tog	hovednyheter	MSRpar	2012 test	238	4.400	Tidligere hadde det rapportert et overskudd på 12 millioner dollar, eller 0 cent per aksje, for den perioden.	Tidligere hadde det rapportert et lite overskudd på 12 millioner dollar, eller break-even på per-aksje-basis, for perioden.	
tog	hovednyheter	MSRpar	2012 test	240	3.333	En koalisjon av kampanjegrupper, inkludert det militante nasjonale studentorganet, støtter protestene, som NLC kalte i strid med en rettskjennelse som forbyr dem.	En koalisjon av kampanjegrupper, inkludert det militante nasjonale studentorganet, støtter aksjonen og mobiliserer for protester.	
tog	hovednyheter	MSRpar	2012 test	241	4.000	Selskapet fremhever tillegget av .NET- og J2EE-støtte til Enterprise Application Environment (EAE) med den nye stormaskinen.	Selskapet legger også til .Net og J2EE-støtte til utviklingsverktøysettet for Enterprise Application Environment, sa Sapp.	
tog	hovednyheter	MSRpar	2012 test	243	1.333	Siden den ble tatt i bruk i 1971, har den oppnådd rekordhøye 45 ulykker, med 393 dødsfall.	Den har en rutete sikkerhetsrekord, inkludert 47 ulykker som resulterte i 668 dødsfall.	
tog	hovednyheter	MSRpar	2012 test	244	4.200	Ryan Harvey, en utespiller fra Dunedin High School i Florida, ble valgt med sjettevalget av Chicago Cubs.	Ryan Harvey, en high school outfielder fra Florida, ble valgt som sjette av Cubs.	
tog	hovednyheter	MSRpar	2012 test	245	3.200	Glover snakket på en pressekonferanse som inkluderte rundt 20 slektninger til ofrene.	Rundt 20 familiemedlemmer til ofrene ble invitert til pressekonferansen.	
tog	hovednyheter	MSRpar	2012 test	246	3.200	Fire andre menn som også ble siktet i juni har allerede erkjent straffskyld.	Fire av de tiltalte har erkjent straffskyld for våpensiktelser og andre forhold.	
tog	hovednyheter	MSRpar	2012 test	248	3.250	De føderale og lokale myndighetene forble stort sett stengt i kjølvannet av orkanen Isabel, det samme var skoler, og mye av regionens transportnettverk ble bremset.	kjølvannet av orkanen Isabel forble føderale og lokale myndigheter stengt, det samme gjorde skoler og mange bedrifter.	
tog	hovednyheter	MSRpar	2012 test	250	2.250	Han holdt en overraskende lidenskapelig tale til United Steelworkers of America, som kunngjorde deres tilslutning i går.	Tirsdag tok han opp støtten fra United Steelworkers of America.	
tog	hovednyheter	MSRpar	2012 test	251	3.500	Rundt 50 millioner telefonnumre er registrert på listen, som skulle tre i kraft 1. oktober.	FTC registrerte 50 millioner telefonnumre for listen, som skulle tre i kraft 1. oktober.	
tog	hovednyheter	MSRpar	2012 test	252	2.200	Og rundt åtte til ti sekunder ned slo jeg. Jeg var i vannet i omtrent åtte sekunder.		
tog	hovednyheter	MSRpar	2012 test	253	3.400	Men Adora Obi Nweze, NAACP-statspresidenten, sa at staten bare prøvde å bevise sin konklusjon om selvmord, i stedet for å vurdere muligheten for drap.	Adora Obi Nweze, NAACP-statspresidenten, sa at staten har nektet å vurdere muligheten for drap.	
tog	hovednyheter	MSRpar	2012 test	255	3.000	Aktivister sier de frykter at samlingen er et forsøk fra bedriftsjordbruk for å presse biokonstruerte avlinger til sultende land.	I stedet frykter de at konferansen er et forsøk fra bedriftsoppdrett og bioteknologiske interesser på å presse inn i nye markeder.	
tog	hovednyheter	MSRpar	2012 test	256	2.500	Kontrakten deres utløper klokken 12:01 onsdag i stedet for klokken 12:01 søndag, sa Rian Wathen, organisasjonsdirektør for United Food and Commercial Workers Local 700.	Det har opprørt medlemskapet, sa Rian Wathen, organisasjonsdirektør for United Food and Commercial Workers Local 700.	
tog	hovednyheter	MSRpar	2012 test	257	1.750	Den teknologibaserte Nasdaq Composite Index .IXIC steg 39,39 poeng, eller 2,2 prosent, til 1 826,33, etter å ha tapt mer enn 2 prosent på tirsdag.	Blue-chip Dow Jones industrielle gjennomsnitt .DJI hoppet 194,14 poeng, eller 2,09 prosent, til 9 469,20 etter å ha sunket mer enn 1 prosent en dag tidligere.	
tog	hovednyheter	MSRpar	2012 test	258	2.750	Rundt 14 000 kunder var uten strøm i området, sa Oklahoma Gas and Electric.	Omtrent 38 000 OGE Energy Corp.-kunder er uten strøm, sa selskapet på sin nettside.	
tog	hovednyheter	MSRpar	2012 test	259	4.250	Nå står Blancas amerikanske ektemann, 63 år gamle Roger Lawrence Strunk, overfor en drapstiltale utstedt i februar av den filippinske regjeringen, som sier at han er den ledende mistenkte.	Nå står Blancas ektemann, 63 år gamle Roger Lawrence Strunk fra Tracy, overfor en drapssiktelse utstedt av den filippinske regjeringen i februar.	
tog	hovednyheter	MSRpar	2012 test	262	3.000	Prince erstatter Sanford «Sandy» Weill, som forblir Citigroups styreleder.	Prince, som leder Citigroups globale bedrifts- og investeringsbank, erstatter Sanford Weill som administrerende direktør.	
tog	hovednyheter	MSRpar	2012 test	263	5.000	Driftsinntektene var 1,45 milliarder dollar, en økning fra fjorårets resultat på 1,38 milliarder dollar.	Driftsinntektene steg til 1,45 milliarder dollar fra 1,38 milliarder dollar i fjor.	
tog	hovednyheter	MSRpar	2012 test	264	3.250	Spotgull ble notert til $367,90/368,60 en unse ved 1000 GMT, etter å ha marsjert opp til $369,50 - et nivå som ikke er sett siden 10. februar.	Spotgull ble notert til $358,65/359,15 en unse ved 0500 GMT, etter å ha skutt så høyt som $359,25 – et nivå som ikke er sett siden 25. februar.	
tog	hovednyheter	MSRpar	2012 test	265	4.000	I Canada vil den blomstrende dollaren være i fokus igjen når den prøver å holde seg over 75 cent (US) mark.	I Canada var den stigende dollaren i fokus igjen da den slet og bare ikke klarte å holde seg over 75 cent (US) mark.	
tog	hovednyheter	MSRpar	2012 test	266	3.750	Men dommerne slo fast at politilederen som gjentatte ganger avhørte Martinez, ikke krenket hans rettigheter til det femte endringsforslaget ved å gjøre det.	Men dommerne avgjorde at politilederen som gjentatte ganger avhørte Martinez mens han skrek av smerte, ikke krenket hans rettigheter til det femte endringsforslaget.	
tog	hovednyheter	MSRpar	2012 test	269	2.000	Blue-chip Dow Jones industrielle gjennomsnitt reduserte 44 poeng, eller 0,47 prosent, til 9543, etter å ha scoret fem økter på rad.	Dow Jones industrielle gjennomsnitt .DJI steg 18,25 poeng, eller 0,19 prosent, til 9 586,71.	
tog	hovednyheter	MSRpar	2012 test	270	3.333	Senterets president, Joseph Torsella, ble slått i hodet, men var i stand til å gå til en ambulanse.	President Joseph Torsella i National Constitution Center ble truffet i hodet og slått i kne.	
tog	hovednyheter	MSRpar	2012 test	271	3.000	Rapporten rangerte 45 store selskaper basert på sysselsetting, markedsføring, innkjøp, reinvesteringer i samfunnet og veldedige donasjoner.	Av disse tre svarte bare Dillard's på undersøkelsen som rangerte 45 store selskaper på sysselsetting, markedsføring, innkjøp, reinvestering i samfunnet og veldedige donasjoner.	
tog	hovednyheter	MSRpar	2012 test	272	3.400	Jeg vet ikke om personen jeg snakker med nå kan ende opp med å bli en annen på et annet tidspunkt som kanskje ikke følger reglene, sa Parrish.	Jeg vet ikke om personen jeg snakker med nå kan ende opp som en annen, sa Parrish.	
tog	hovednyheter	MSRpar	2012 test	273	5.000	Ruffner, 45, har ennå ikke en advokat i drapssiktelsen, sa myndighetene.	Ruffner, 45, har ingen advokat på drapssiktelsen, sa myndighetene.	
tog	hovednyheter	MSRpar	2012 test	275	3.400	Vedtatt i 1999, men aldri satt i kraft, ville loven ha gjort det ulovlig for gjester i barer og restauranter å lyse opp.	Vedtatt i 1999, men aldri satt i kraft, ville røykeloven ha forhindret bar- og restaurantbeskyttere fra å lyse opp, men unntatt private klubber fra forskriften.	
tog	hovednyheter	MSRpar	2012 test	278	3.750	Den første rettssaken mot en mistenkt i fjorårets nattklubbbombing på Bali som drepte mer enn 200 mennesker, åpnet i Indonesia i dag, rapporterte Sky News.	En av de viktigste mistenkte i nattklubbbombingene i oktober som drepte mer enn 200 mennesker på Bali ble stilt for retten mandag under streng sikkerhet.	
tog	hovednyheter	MSRpar	2012 test	279	4.000	Franske pensjonister vil øke fra en femtedel til en tredjedel av befolkningen innen 2040.	Innen 2040 vil pensjonister utgjøre en tredjedel av befolkningen, opp fra en femtedel i dag.	
tog	hovednyheter	MSRpar	2012 test	280	3.250	Irakisk politi åpnet ild i Bagdad sentrum i dag etter at demonstranter stormet en politistasjon og krevde at de skulle få jobber de hevdet å ha betalt bestikkelser for.	Irakisk politi åpnet ild i Bagdad sentrum onsdag etter at demonstranter som krever jobber stormet en politistasjon og kastet steiner mot offiserer, sa politiet.	
tog	hovednyheter	MSRpar	2012 test	281	2.250	Dow Jones industrielle gjennomsnitt <.DJI> la til 28 poeng, eller 0,27 prosent, til 10 557, og nådde sitt høyeste nivå på 21 måneder.	Dow Jones industrielle gjennomsnitt <.DJI> steg 49 poeng, eller 0,47 prosent, til 10.578.	
tog	hovednyheter	MSRpar	2012 test	282	1.500	I samme kvartal i fjor erklærte EDS et overskudd på 354 millioner dollar, eller 72 cent per aksje.	EDS rapporterte et tap på 126 millioner dollar i første kvartal, eller 26 cent per aksje.	
tog	hovednyheter	MSRpar	2012 test	283	3.000	Microsoft falt 5 prosent før åpningen til $27,45 fra torsdagens slutt på $28,91.	Aksjene i Microsoft falt 4,7 prosent i etterhandel til 27,54 dollar fra Nasdaq-slutt på 28,91 dollar.	
